divesite,country,region,location,X,Y
Lady Carmen,United States,Florida,Miami,25.90888333,-80.09061667
Lugano,United States,Florida,Miami,25.44363497,-80.11918772
Mandalay,United States,Florida,Miami,25.4415563,-80.12126434
Miss Karline,United States,Florida,Miami,25.81285,-80.089083
Ball Buoys Reef,United States,Florida,Miami,25.31556,-80.18761667
Patricia Wreck,United States,Florida,Miami,25.81326667,-80.0894
Proteus Wreck,United States,Florida,Miami,25.70551667,-80.08733333
Rio Miami,United States,Florida,Miami,25.70276667,-80.0872
Shamrock,United States,Florida,Miami,25.77343333,-80.07338333
Sheri-Lynn,United States,Florida,Miami,25.66816667,-80.07038333
Steane D Auray,United States,Florida,Miami,25.6177,-80.09051667
Jolly Jacks,United States,Florida,Palm Beach,26.8369956,-80.01782429
Shark Canyon,United States,Florida,Palm Beach,26.869483,-80.01999
Pink House,United States,Florida,Palm Beach,26.6848167,-80.03079998
Tumble Rock,United States,Florida,,26.50311667,-80.03536667
Boynton Comb Reef,United States,Florida,,26.48546667,-80.03901667
Cable Crossing,United States,Florida,Palm Beach,26.709688,-80.028864
Ballantine Reef,United States,Florida,Palm Beach,26.717348,-80.029519
Briney Breezes,United States,Florida,,26.50933616,-80.03471375
Pauls Reef,United States,Florida,Palm Beach,26.65271,-80.0208
Rons Rock,United States,Florida,Palm Beach,26.69378,-80.01781
Navarre Beach Reef,United States,Florida,Pensacola,30.37937565,-86.85381442
Half Moon Wreck,United States,Florida,Miami,25.72760278,-80.13463611
The Breckenshire,United States,Florida,Palm Bay,27.65369189,-80.34649372
Samantha s,United States,Keys,Middle Keys,24.64701716,-81.03172302
Paradiso Wreck,United States,Florida,Miami,25.72413746,-80.12741089
Horseshoe reef,United States,Keys,Middle Keys,24.66111111,-80.99416667
North North Dry Rocks,United States,Keys,Upper Keys,25.13777778,-80.28888889
Bridge Span  1,United States,Florida,Panama City,29.9817,-85.85213333
Weeki Wachee,United States,Florida,Central Florida Springs - Ocala,28.51732767,-82.57337093
Hudson Grotto,United States,Florida,Central Florida Springs - Ocala,28.34529335,-82.70134449
Mac s Reef,United States,Florida,Panama City,29.9821,-85.83911667
Eagle s Nest,United States,Florida,Northwest Florida Springs,28.55491466,-82.60916501
El Capitana,United States,Florida,Palm Bay,27.85685949,-80.44444799
Hospital Hole,United States,Florida,Northwest Florida Springs,28.53041173,-82.62320638
Little River,United States,Florida,Northwest Florida Springs,29.99677364,-82.966391
Green Roofs,United States,Florida,Palm Beach,26.89897504,-80.0547123
Aligator bayou,United States,Florida,Panama City,30.17125008,-85.75736761
Sombrero Beach,United States,Keys,Middle Keys,24.69111111,-81.08444444
Stage I,United States,Florida,Panama City,30.01833333,-85.90194444
Alligator Deep,United States,Keys,Upper Keys,24.83285667,-80.62677383
Sheridan,United States,Florida,St Petersburg,28.02277778,-83.22222222
Marker 32 Reef,United States,Keys,Lower Keys,24.47331389,-81.74425278
9 Foot Stake,United States,Keys,Lower Keys,24.47156667,-81.76425
Western Sambos,United States,Keys,Lower Keys,24.47972784,-81.71467781
Cannonball Cut,United States,Keys,Lower Keys,24.48308675,-81.69965744
Narwall,United States,Florida,Miami,25.81472706,-80.07659912
Bridge Span  14,United States,Florida,Panama City,30.07527778,-85.82361111
Black Bart,United States,Florida,Panama City,30.0608,-85.823883
Ophelia Brian,United States,Florida,Miami,25.70576667,-80.0858
Alligator Reef,United States,Keys,Upper Keys,24.85098529,-80.61928511
Catfish Hotel Sink,United States,Florida,Central Florida Springs - Ocala,29.48862491,-82.97593832
Manatee Springs,United States,Florida,Central Florida Springs - Ocala,29.48962417,-82.97684491
Barracuda Reef,United States,Florida,Fort Lauderdale,26.08316667,-80.09533333
Forty Fathom Grotto,United States,Florida,Central Florida Springs - Ocala,29.28918272,-82.30874419
Good patches,United States,Keys,Upper Keys,24.8935,-80.58066667
Cannon Patch,United States,Keys,Upper Keys,25.10833333,-80.34166667
Worth Avenue Pier Debris,United States,Florida,Palm Beach,26.70068333,-80.0305
200  Wooden Shipreck,United States,Keys,Upper Keys,25.20944444,-80.24666667
Ponce De Leon Springs,United States,Florida,Northwest Florida Springs,30.72105809,-85.93074024
Troy Springs,United States,Florida,Central Florida Springs - Ocala,30.00584314,-82.9975462
Fort Pickens Jettys,United States,Florida,Pensacola,30.33137717,-87.29546696
Site D Coral Reef,United States,Keys,Upper Keys,24.87896163,-80.5696106
Captain Grumphy,United States,Keys,Upper Keys,24.88519071,-80.522
Tug Boat Janet,United States,Florida,Destin,30.2625,-86.39583333
Key Largo Undersee Park,United States,Keys,Upper Keys,25.13330172,-80.39911866
Dania Erojacks Reef,United States,Florida,Fort Lauderdale,26.0623,-80.10725
Spanish Rocks,United States,Florida,St Petersburg,27.49035631,-82.71339297
USS Vandenburg,United States,Keys,Lower Keys,24.45045556,-81.73319167
Boca Grande Wreck,United States,Florida,Naples,26.2146,-82.3466
Palm Island Ferry,United States,Florida,St Petersburg,26.82035,-82.53131667
Angel s Reef,United States,Florida,Fort Lauderdale,26.313,-80.06631667
Tug Heron,United States,Florida,Pensacola,30.13646667,-87.22775
Chevron Rig,United States,Florida,Pensacola,30.07073333,-87.0353
Kingry Barge,United States,Florida,Pensacola,30.15961667,-87.2317
Tug Deliverance,United States,Florida,Pensacola,30.18178333,-87.24363333
Tug Sylvia,United States,Florida,Pensacola,30.185,-87.23666667
Anteres,United States,Florida,Pensacola,30.0105,-87.12915
Admiral Fetterman Reef,United States,Florida,Pensacola,30.0781,-87.18575
Oops Barge,United States,Florida,Pensacola,30.21888333,-87.23021667
PC Barge,United States,Florida,Pensacola,30.18673333,-87.2344
Soule Barge,United States,Florida,Pensacola,30.18141667,-87.2428
Catherine,United States,Florida,Pensacola,30.31133333,-87.26533333
The Elbow,United States,Keys,Middle Keys,24.71560899,-80.94932556
Playpen,United States,Florida,Palm Beach,26.74713333,-80.00725
Eidsvag and Owens,United States,Florida,Palm Beach,26.767,-80.00833333
Liberty Ship,United States,Florida,Pensacola,30.27148333,-87.16028333
Three Coal Barges,United States,Florida,Pensacola,30.2915,-87.2215
Avocet,United States,Florida,Pensacola,29.97333333,-87.21048333
Tex Edwards,United States,Florida,Pensacola,30.26896667,-87.16928333
San Pablo,United States,Florida,Pensacola,30.18883333,-87.21815
Venice Beach,United States,Florida,St Petersburg,27.09944779,-82.46202707
Commercial Pier Reef,United States,Florida,Fort Lauderdale,26.18847457,-80.09305179
United Caribbean,United States,Florida,Fort Lauderdale,26.322248,-80.061501
The Bib Wreck,United States,Keys,Upper Keys,24.99516389,-80.3795
Park Headquarters reef,United States,Keys,Dry Tortugas,24.62991667,-82.87891667
Noula Express,United States,Florida,Fort Lauderdale,26.3213,-80.05746667
Blue Heron Bridge,United States,Florida,Palm Beach,26.7832383,-80.04217029
Hens   Chicken Reef,United States,Keys,Upper Keys,24.93583333,-80.54733333
Deerfield Beach North Rocks,United States,Florida,Fort Lauderdale,26.3233737,-80.07205009
Neptune Memorial Reef,United States,Florida,Miami,25.6902,-80.09075
St  Andrews State Park,United States,Florida,Panama City,30.12217117,-85.73442936
Cayman Salvager,United States,Keys,Lower Keys,24.4535,-81.76633333
YDT- 15 wreck,United States,Florida,Pensacola,30.08761667,-87.15948333
Pete Tide II,United States,Florida,Pensacola,30.14588333,-87.23328333
Esso Bonnaire,United States,Florida,Palm Beach,26.96416667,-80.008
MG-111 barge,United States,Florida,Palm Beach,26.97783,-80.02483
Mohawk Chief,United States,Florida,Destin,30.14678333,-86.71791667
East Jetty,United States,Florida,Destin,30.3812333,-86.50733471
Navy Barge,United States,Florida,Pensacola,30.18565,-87.24525
Lighthouse Ledge,United States,Florida,Fort Lauderdale,26.27361111,-80.06583333
Sea Emperor,United States,Florida,Fort Lauderdale,26.32433333,-80.06148333
Molasses Reef,United States,Keys,Upper Keys,25.00964167,-80.374525
City Service Tanker,United States,Florida,Port Canaveral,28.39583333,-79.96027778
Rainbow River,United States,Florida,Central Florida Springs - Ocala,29.10237683,-82.43759751
King s Park Lake,United States,Florida,Central Florida Springs - Ocala,28.44872768,-80.69443792
The Living Seas,United States,Florida,Central Florida Springs - Ocala,28.37014303,-81.54941082
Juno Ledge,United States,Florida,Palm Beach,26.8761434,-80.04020691
Santa Lucia,United States,Florida,Naples,26.0898,-81.84381667
D Tower,United States,Florida,Naples,25.56628333,-81.71808333
R  Tower,United States,Florida,Naples,25.79983333,-82.2145
Black Hole,United States,Florida,Naples,25.96527778,-82.21138889
Biscayne wreck,United States,Florida,Miami,25.70438333,-80.08836667
Guy Harvey,United States,Florida,Fort Lauderdale,26.21091667,-80.06576667
RSB-1,United States,Florida,Fort Lauderdale,26.22736667,-80.06493333
Tacoma,United States,Florida,Miami,25.70016667,-80.08445
Tracy,United States,Florida,Fort Lauderdale,26.15931667,-80.07938333
Hydro Atlantic,United States,Florida,Fort Lauderdale,26.325,-80.05071667
Vortex Springs,United States,Florida,Northwest Florida Springs,30.770721,-85.948389
Cypress Spring,United States,Florida,Northwest Florida Springs,30.658146,-85.684437
Morrison Springs,United States,Florida,Northwest Florida Springs,30.657528,-85.9046
Jackson Blue Spring,United States,Florida,Northwest Florida Springs,30.79013,-85.14015
Sally Ward Spring,United States,Florida,Northwest Florida Springs,30.240935,-84.310562
Cherokee Sink,United States,Florida,Northwest Florida Springs,30.21287,-84.304449
Harvey s Cave,United States,Florida,Northwest Florida Springs,30.13493,-84.347185
Shangri-La Springs,United States,Florida,Northwest Florida Springs,30.79016587,-85.14288505
Hall Of Fame Moorings,United States,Florida,Fort Lauderdale,26.1905,-80.08516667
Hog Heaven,United States,Florida,Fort Lauderdale,26.1517,-80.07976667
Jim Atria Wreck,United States,Florida,Fort Lauderdale,26.1645,-80.07041667
Copenhagen Wreck,United States,Florida,Fort Lauderdale,26.20581667,-80.08513333
Capt Dan Wreck,United States,Florida,Fort Lauderdale,26.21875,-80.06625
Marriott Reef,United States,Florida,Fort Lauderdale,26.09131667,-80.06576667
Bill Boyd,United States,Florida,Fort Lauderdale,26.1588,-80.07933333
Rodeo 25,United States,Florida,Fort Lauderdale,26.2313,-80.06355
Ancient Mariner,United States,Florida,Fort Lauderdale,26.30195,-80.06241667
Mike s Wreck,United States,Keys,Upper Keys,25.14455,-80.25655
Train Wheel Wreck,United States,Keys,Upper Keys,25.14524576,-80.25674164
Blue Grotto,United States,Florida,Central Florida Springs - Ocala,29.38758611,-82.48606111
Paradise Springs,United States,Florida,Central Florida Springs - Ocala,29.099661,-82.08027
Crystal River - Hunter Spring,United States,Florida,Central Florida Springs - Ocala,28.89442269,-82.59247899
Crystal River - King s Spring,United States,Florida,Central Florida Springs - Ocala,28.88180683,-82.59493589
Crystal River - Three Sisters Springs,United States,Florida,Central Florida Springs - Ocala,28.88830283,-82.58895457
Devils Den,United States,Florida,Central Florida Springs - Ocala,29.40943333,-82.47513056
YDT-14 Wreck,United States,Florida,Pensacola,30.08833333,-87.16
Ginnie Springs,United States,Florida,Central Florida Springs - Ocala,29.830146,-82.683105
DEMA Trader,United States,Florida,Miami,25.70355,-80.08706667
U-2513,United States,Keys,Dry Tortugas,24.86691667,-83.3099
Rhein,United States,Keys,Dry Tortugas,25.93526667,-83.51001667
Araby Maid wreck,United States,Keys,Dry Tortugas,24.73051667,-83.48258333
Tug Born Again,United States,Florida,Pensacola,30.13438333,-87.23821667
Joseph E  Brown,United States,Florida,Pensacola,30.21275,-86.82228333
Tenneco Oil Rig,United States,Florida,Pensacola,29.99535,-87.08568333
Timber holes,United States,Florida,Pensacola,30.18471667,-86.85963333
A-7 Corsair II wreck,United States,Florida,Pensacola,29.98325,-87.1964
Brass Wreck,United States,Florida,Pensacola,30.21421667,-87.0536
USS Massachusetts,United States,Florida,Pensacola,30.29566667,-87.31203333
U S S  Oriskany,United States,Florida,Pensacola,30.034993,-87.001067
Mercedes I,United States,Florida,Fort Lauderdale,26.15626667,-80.07523333
Tenneco Towers,United States,Florida,Fort Lauderdale,25.98253333,-80.085
Ultra Freeze,United States,Florida,Miami,25.62903333,-80.08711667
BlueFire Wreck,United States,Florida,Miami,25.56626667,-80.09063333
Colson s Barge,United States,Florida,Palm Beach,26.78241667,-80.01065
Black Rock,United States,Florida,Palm Beach,26.81376667,-80.00261667
Princess Anne,United States,Florida,Palm Beach,26.7935,-80.00366667
South Doubles,United States,Florida,Palm Beach,26.74066667,-80.014
The Trench,United States,Florida,Palm Beach,26.70516667,-80.017
Flower Gardens,United States,Florida,Palm Beach,26.69733333,-80.0175
Rolls Royce,United States,Florida,Palm Beach,26.76701667,-80.00836667
King Neptune,United States,Florida,Palm Beach,26.71533333,-80.018
Breakers 3rd Window,United States,Florida,Palm Beach,26.712333,-80.016383
Amarillys,United States,Florida,Palm Beach,26.78783333,-80.01583333
Mizpah,United States,Florida,Palm Beach,26.78616667,-80.01633333
Devil s Hole,United States,Florida,Central Florida Springs - Ocala,29.62658849,-81.95218474
Apopka Spring,United States,Florida,Central Florida Springs - Ocala,28.56666667,-81.67888889
DeLeon Sprongs,United States,Florida,Central Florida Springs - Ocala,29.13460278,-81.36364167
Alexander Springs,United States,Florida,Central Florida Springs - Ocala,29.08130556,-81.57588889
Blue Springs,United States,Florida,Central Florida Springs - Ocala,28.94709589,-81.33929729
Almirante,United States,Florida,Miami,25.41633333,-80.1175
Orion wreck,United States,Florida,Miami,25.691,-80.08633333
Cruz del Sur,United States,Florida,Miami,25.96935,-80.07698333
Doc de Milly,United States,Florida,Miami,25.3678,-80.13101667
The Tortuga wreck,United States,Florida,Miami,25.82088333,-80.08476667
Army Tanks,United States,Florida,Miami,25.81133333,-80.09133333
The Spirit of Miami,United States,Florida,Miami,25.698,-80.087
Adolphus Busch Wreck,United States,Keys,Middle Keys,24.53068333,-81.46146667
Sombrero Reef,United States,Keys,Middle Keys,24.62561106,-81.10988259
Looe Key Reef   HMS Looe,United States,Keys,Middle Keys,24.545,-81.40833333
Coffins Patch,United States,Keys,Middle Keys,24.67916667,-80.97216667
Delta Shoal   The Barge,United States,Keys,Middle Keys,24.62966667,-81.0915
Thunderbolt Wreck,United States,Keys,Middle Keys,24.66128333,-80.9637
The Benwood Wreck,United States,Keys,Upper Keys,25.05266667,-80.33366667
Conch Reef,United States,Keys,Upper Keys,24.95183333,-80.46258333
The City of Washington Wreck,United States,Keys,Upper Keys,25.14643333,-80.2559
The Bibb Wreck,United States,Keys,Upper Keys,24.99516667,-80.3795
French Reef,United States,Keys,Upper Keys,25.0343,-80.34833333
The Duane Wreck,United States,Keys,Upper Keys,24.9897,-80.38208333
Crocker Reef,United States,Keys,Upper Keys,24.9025,-80.53083333
Davis Reef,United States,Keys,Upper Keys,24.922,-80.50591667
The Eagle Wreck,United States,Keys,Upper Keys,24.86975,-80.57031667
Christ of the Abyss,United States,Keys,Upper Keys,25.12416667,-80.29666667
Spiegel Grove,United States,Keys,Upper Keys,25.01054983,-80.37278333
Western dry rocks,United States,Keys,Lower Keys,24.44466667,-81.9265
Eastern dry rocks,United States,Keys,Lower Keys,24.45933333,-81.84616667
Rock key,United States,Keys,Lower Keys,24.4535,-81.86
Sand key,United States,Keys,Lower Keys,24.45166667,-81.87633333
Joe s tug,United States,Keys,Lower Keys,24.46383333,-81.73733333
Manta Heaven,United States,Hawaii,Big Island,19.73579767,-156.0554383
Big Arch,United States,Hawaii,Big Island,19.6838,-156.037
Molokini Crater  Outside,United States,Maui,Molokini Island,20.63048457,-156.4980127
Nai a,United States,Hawaii,Big Island,21.331763,-158.1231268
Paradise Pinnacle,United States,Hawaii,Big Island,19,-155
Hammerhead Point,United States,Hawaii,Big Island,19,-155
Honaunau Bay,United States,Hawaii,Big Island,19.42348845,-155.9147942
Alakaha Bay,United States,Hawaii,Big Island,19.41573771,-155.9109318
Paaoao Bay,United States,Hawaii,Big Island,19.53527647,-155.958246
